Sample Ngal Phi?h70 r_0 gamma
7.5 	6123 	0.05562 	4.74 ± 0.20 	1.604 ± 0.049
8.0 	5980 	0.03561 	4.85 ± 0.20 	1.642 ± 0.055
8.5 	5650 	0.02147 	4.75 ± 0.24 	1.613 ± 0.058
9.0 	5160 	0.01123 	4.53 ± 0.23 	1.624 ± 0.062
9.5 	3789 	0.004135 	4.77 ± 0.22 	1.607 ± 0.058
10.0 	1211 	0.0007632 	4.83 ± 0.54 	1.606 ± 0.129
